Item,Carbs,Calories,Protein,Meal,Day,Fat
"Rotisserie Chicken (1/4 chicken), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",70,786,53,Dinner,EVERY_DAY,32.7
"Deli Meat (Chicken, Turkey, Ham, Roast Beef-97% fat free) (6 oz), Almonds (1/2 cup), Dried Cranberries (1/2 cup)",76,786,49,Snack,EVERY_DAY,31.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Couscous (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",84,785,38,Lunch,EVERY_DAY,33.0
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1 cup), Sauteed Green Beans (1/2 cup)",100,785,42,Lunch,EVERY_DAY,24.1
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Rosemary Roasted Red Potatoes (1/2 cup), Sauteed Green Beans (1/2 cup)",85,785,41,Lunch,EVERY_DAY,31.2
"Honey Rosemary Flank Steak (8 oz serving), Quinoa (1 cup), Roasted Asparagus (1/2 cup)",47,785,73,Dinner,EVERY_DAY,33.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1 cup), Steamed Carrots (1/2 cup)",71,785,59,Dinner,EVERY_DAY,29.4
"Cilantro Lime Chicken (8 oz serving), Wild Rice (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",55,784,69,Dinner,EVERY_DAY,32.0
"Ground Turkey (4 oz) with Teriyaki Sauce (2 tbsp), Quinoa (1 cup), Roasted Corn (1 cup)",84,784,44,Dinner,EVERY_DAY,30.2
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",54,784,57,Dinner,EVERY_DAY,34.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",47,784,58,Dinner,EVERY_DAY,34.8
"Pork Tenderloin with a light marinade (8 oz serving), Jasmine Rice (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",44,784,78,Dinner,EVERY_DAY,32.9
"Pork Tenderloin with a light marinade (8 oz serving), Yellow Rice (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",40,784,78,Dinner,EVERY_DAY,34.7
"Rotisserie Chicken (1/4 chicken), Buttered Egg Noodles (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",57,784,49,Dinner,EVERY_DAY,34.8
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Broccoli with Lemon (1 cup)",62,783,49,Lunch,EVERY_DAY,34.8
"Flat Iron Steak (8 oz serving), Couscous (1/2 cup), Steamed Cauliflower (1/2 cup)",29,783,60,Dinner,EVERY_DAY,34.8
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Wild Rice (1/2 cup), Steamed Carrots (1/2 cup)",39,783,65,Dinner,EVERY_DAY,34.8
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Yellow Rice (1/2 cup), Roasted Asparagus (1/2 cup)",36,783,64,Dinner,EVERY_DAY,34.8
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",36,782,77,Dinner,EVERY_DAY,34.8
"Rotisserie Chicken (1/4 chicken), Wild Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",46,782,60,Dinner,EVERY_DAY,34.8
"Salmon (5 oz filet) with a honey mustard glaze, Wild Rice (1 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",54,782,56,Dinner,EVERY_DAY,34.8
"Chicken Caesar Salad (3 cups of shredded lettuce, 6 oz chicken breast, 1 tbsp of parmesan cheese, 1 tbsp of olive oil, 1 tbsp of caesar dressing), Buttered Egg Noodles (1 cup), Steamed Broccoli with Lemon (1 cup)",54,781,70,Lunch,EVERY_DAY,31.7
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Mashed Sweet Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",78,781,41,Lunch,EVERY_DAY,33.9
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Grilled Squash (1/2 cup)",84,780,40,Lunch,EVERY_DAY,31.6
"Herb Roasted Chicken Breast (8 oz serving), Buttered Egg Noodles (1/2 cup), Grilled Squash (1 cup)",46,780,82,Dinner,EVERY_DAY,29.8
"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",47,780,84,Dinner,EVERY_DAY,28.4
"Honey Rosemary Flank Steak (8 oz serving), Wild Rice (1 cup), Braised Collard Greens (1 cup)",56,780,75,Dinner,EVERY_DAY,28.4
"Honey Rosemary Flank Steak (8 oz serving), Wild Rice (1 cup), Peas and Carrots (1 cup)",62,780,75,Dinner,EVERY_DAY,25.8
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Grilled Squash (1/2 cup)",51,780,58,Dinner,EVERY_DAY,34.7
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1 cup)",44,780,58,Dinner,EVERY_DAY,34.7
"Lemon Herb Chicken Thigh (8 oz serving), Quinoa (1 cup), Roasted Vegetables (1 cup)",51,780,62,Dinner,EVERY_DAY,34.7
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Lo Mein Noodles (1 cup), Steamed Cauliflower (1 cup)",69,780,60,Dinner,EVERY_DAY,29.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Quinoa (1 cup), Steamed Carrots (1 cup)",57,780,58,Dinner,EVERY_DAY,34.7
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Parmesan Potato Wedges (5 wedges), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",57,779,59,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Boiled Potatoes (1/2 cup), Peas and Carrots (1/2 cup)",40,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Boiled Potatoes (1/2 cup), Roasted Asparagus (1 cup)",36,778,66,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Boiled Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",36,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Boiled Potatoes (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",36,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Roasted Potatoes (1/2 cup), Braised Collard Greens (1/2 cup)",36,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Roasted Potatoes (1/2 cup), Peas and Carrots (1/2 cup)",39,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Roasted Potatoes (1/2 cup), Roasted Asparagus (1 cup)",35,778,66,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Roasted Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",35,778,64,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Wild Rice (1/2 cup), Steamed Broccoli with Lemon (1/2 cup)",35,778,66,Dinner,EVERY_DAY,34.6
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Wild Rice (1/2 cup), Steamed Snow Peas (1 cup)",35,778,66,Dinner,EVERY_DAY,34.6
"Flat Iron Steak (8 oz serving), Boiled Potatoes (1/2 cup), Steamed Cauliflower (1/2 cup)",29,775,59,Dinner,EVERY_DAY,34.4
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Rosemary Roasted Red Potatoes (1 cup), Roasted Asparagus (1/2 cup)",50,775,56,Dinner,EVERY_DAY,34.4
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (10 wedges), Roasted Broccolini (1cup)",85,775,36,Dinner,EVERY_DAY,32.3
"Lemon Pepper Rotisserie Chicken (1/4 chicken), Parmesan Potato Wedges (10 wedges), Roasted Brussels Sprouts (1 cup)",85,775,36,Dinner,EVERY_DAY,32.3
"Marinated Hanger Steak (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Steamed Snow Peas (1/2 cup)",30,775,67,Dinner,EVERY_DAY,34.4
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Mashed Sweet Potatoes (1/2 cup), Roasted Corn (1 cup)",101,767,42,Lunch,EVERY_DAY,21.7
"Grilled Chicken Sandwich (2 slices of white bread, 4 oz chicken breast, 1 tbsp of mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Parmesan Potato Wedges (5 wedges), Steamed Carrots (1 cup)",96,767,40,Lunch,EVERY_DAY,24.8
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",48,766,44,Lunch,EVERY_DAY,34.0
"Hummus (4 tbsp), Pecans (1/2 cup), Dried Cranberries (1/2 cup)",76,766,11,Snack,EVERY_DAY,34.0
"Honey Rosemary Flank Steak (8 oz serving), Buttered Egg Noodles (1 cup), Roasted Asparagus (1/2 cup)",47,765,73,Dinner,EVERY_DAY,31.7
"Pork Tenderloin with a light marinade (8 oz serving), Buttered Egg Noodles (1 cup), Roasted Asparagus (1/2 cup)",47,765,81,Dinner,EVERY_DAY,28.1
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Brown Rice (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",70,764,35,Lunch,EVERY_DAY,34.0
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Jasmine Rice (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",71,764,35,Lunch,EVERY_DAY,34.0
"Flat Iron Steak (4 oz serving), Parmesan Potato Wedges (5 wedges), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",55,764,37,Dinner,EVERY_DAY,34.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Quinoa (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",36,764,57,Dinner,EVERY_DAY,34.0
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1/2 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",40,764,56,Dinner,EVERY_DAY,34.0
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1 cup), Garden Salad (3 cups of iceberg lettuce, 1/8 of an onion, 1/2 of a medium tomato, 6 croutons, 3 black olives, 2 tbsp of Italian dressing)",55,764,45,Dinner,EVERY_DAY,34.0
"Beef Stick (Sweet & Spicy) (1 Stick), Pecans (1/2 cup), Dried Banana (2 oz)",39,764,16,Snack,EVERY_DAY,34.0
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Roasted Eggplant (1/2 cup)",58,763,46,Lunch,EVERY_DAY,33.9
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Roasted Vegetables (1/2 cup)",59,763,46,Lunch,EVERY_DAY,33.9
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Wild Rice (1/2 cup), Steamed Snow Peas (1/2 cup)",33,763,65,Dinner,EVERY_DAY,33.9
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Wild Rice (1 cup), Sauteed Green Beans (1/2 cup)",57,762,46,Lunch,EVERY_DAY,33.9
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Boiled Potatoes (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",25,762,66,Dinner,EVERY_DAY,33.9
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",46,762,58,Dinner,EVERY_DAY,33.9
"Salmon (5 oz filet) with a honey mustard glaze, Brown Rice Pilaf (1/2 cup), Caprese Salad (2 oz of mozzarella cheese, 1 small tomato, 1 tbsp of basil, 1 tbsp of olive oil, salt and pepper)",54,762,54,Dinner,EVERY_DAY,33.9
"Ground Turkey (8 oz) with Teriyaki Sauce (4 tbsp), Couscous (1/2 cup), Roasted Asparagus (1/2 cup)",33,761,65,Dinner,EVERY_DAY,33.8
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Roasted Broccolini (1cup)",81,760,40,Lunch,EVERY_DAY,30.7
"Roast Beef Sandwich (2 slices of white bread, 3 oz of roast beef, 1 slice of cheddar cheese, 1 tbsp of light mayonnaise, 1 leaf of lettuce, 1/2 of a small tomato), Wild Rice (1 cup), Roasted Brussels Sprouts (1 cup)",81,760,40,Lunch,EVERY_DAY,30.7
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Roasted Broccolini (1cup)",84,760,42,Lunch,EVERY_DAY,28.4
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Roasted Brussels Sprouts (1 cup)",84,760,42,Lunch,EVERY_DAY,28.4
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Jasmine Rice (1/2 cup), Steamed Carrots (1 cup)",96,760,40,Lunch,EVERY_DAY,24.0
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Roasted Potatoes (1/2 cup), Roasted Vegetables (1/2 cup)",84,760,40,Lunch,EVERY_DAY,29.3
"Roast Beef Wrap (Roast Beef, 1/4 of an avocado, 2 tbsp of mayo, 1/2 of a yellow bell pepper, and a whole wheat tortilla), Wild Rice (1/2 cup), Roasted Vegetables (1 cup)",84,760,42,Lunch,EVERY_DAY,28.4
"Rotisserie Chicken (1/4 chicken), Brown Rice Pilaf (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",66,760,50,Lunch,EVERY_DAY,32.9
"Chipotle BBQ Spiced Swordfish (or a similar fish) (8 oz serving), Quinoa (1 cup), Roasted Vegetables (1 cup)",54,760,61,Dinner,EVERY_DAY,33.3
"Cilantro Lime Chicken (8 oz serving), Buttered Egg Noodles (1/2 cup), Grilled Squash (1 cup)",46,760,64,Dinner,EVERY_DAY,33.8
"Cilantro Lime Chicken (8 oz serving), Lo Mein Noodles (1 cup), Roasted Asparagus (1 cup)",70,760,70,Dinner,EVERY_DAY,22.2
"Grilled Chicken Breast with a cilantro marinade (8 oz serving), Rosemary Roasted Red Potatoes (1 cup), Steamed Carrots (1 cup)",69,760,66,Dinner,EVERY_DAY,24.4
"Herb Roasted Chicken Breast (8 oz serving), Buttered Egg Noodles (1 cup), Roasted Corn (1/2 cup)",61,760,85,Dinner,EVERY_DAY,19.6
"Herb Roasted Chicken Breast (8 oz serving), Buttered Egg Noodles (1 cup), Sauteed Green Beans (1 cup)",56,760,86,Dinner,EVERY_DAY,21.3
"Honey Rosemary Flank Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Broccolini (1cup)",54,760,73,Dinner,EVERY_DAY,28.0
"Honey Rosemary Flank Steak (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Brussels Sprouts (1 cup)",54,760,73,Dinner,EVERY_DAY,28.0
"Lemon Herb Chicken Thigh (8 oz serving), Boiled Potatoes (1 cup), Roasted Corn (1 cup)",75,760,62,Dinner,EVERY_DAY,23.6
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Braised Collard Greens (1 cup)",53,760,60,Dinner,EVERY_DAY,33.8
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Peas and Carrots (1 cup)",59,760,60,Dinner,EVERY_DAY,31.6
"Lemon Herb Chicken Thigh (8 oz serving), Mashed Sweet Potatoes (1 cup), Roasted Brussels Sprouts (1 cup)",51,760,60,Dinner,EVERY_DAY,33.8
"Lemon Herb Chicken Thigh (8 oz serving), Wild Rice (1/2 cup), Grilled Squash (1 cup)",44,760,60,Dinner,EVERY_DAY,33.8
"Lemon Herb Chicken Thigh (8 oz serving), Yellow Rice (1 cup), Grilled Squash (1/2 cup)",55,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Boiled Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",45,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1/2 cup), Vegetable Stir Fry (2 cups of broccoli, 1 large carrot, 1/2 of a medium carrot, 1 tbsp of olive oil, 2 tbsp of soy sauce)",44,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Mashed Sweet Potatoes (1 cup), Roasted Corn (1/2 cup)",58,760,55,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (5 wedges), Braised Collard Greens (1 cup)",51,760,56,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Parmesan Potato Wedges (5 wedges), Peas and Carrots (1 cup)",57,760,56,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Quinoa (1 cup), Braised Collard Greens (1/2 cup)",48,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Quinoa (1 cup), Peas and Carrots (1/2 cup)",51,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Braised Collard Greens (1/2 cup)",56,760,56,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Peas and Carrots (1/2 cup)",59,760,56,Dinner,EVERY_DAY,33.3
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Roasted Asparagus (1 cup)",55,760,58,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Roasted Broccolini (1/2 cup)",55,760,56,Dinner,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Roasted Potatoes (1 cup), Roasted Brussels Sprouts (1/2 cup)",55,760,56,Dinner,EVERY_DAY,33.8
"Pork Tenderloin with a light marinade (4 oz serving), Quinoa (1 cup), Grilled Squash (1 cup)",66,760,47,Dinner,EVERY_DAY,33.8
"Pork Tenderloin with a light marinade (4 oz serving), Roasted Potatoes (1 cup), Grilled Squash (1 cup)",74,760,45,Dinner,EVERY_DAY,31.6
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Braised Collard Greens (1 cup)",56,760,81,Dinner,EVERY_DAY,23.6
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Peas and Carrots (1 cup)",62,760,81,Dinner,EVERY_DAY,20.9
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Broccolini (1cup)",54,760,81,Dinner,EVERY_DAY,24.4
"Pork Tenderloin with a light marinade (8 oz serving), Brown Rice Pilaf (1/2 cup), Roasted Brussels Sprouts (1 cup)",54,760,81,Dinner,EVERY_DAY,24.4
"Pork Tenderloin with a light marinade (8 oz serving), Roasted Potatoes (1 cup), Grilled Squash (1/2 cup)",54,760,77,Dinner,EVERY_DAY,26.2
"Pork Tenderloin with a light marinade (8 oz serving), Rosemary Roasted Red Potatoes (1/2 cup), Grilled Squash (1/2 cup)",39,760,76,Dinner,EVERY_DAY,33.3
"Pork Tenderloin with a light marinade (8 oz serving), Wild Rice (1 cup), Roasted Vegetables (1 cup)",52,760,81,Dinner,EVERY_DAY,25.3
"Greek Yogurt (8oz), Brazil nuts (1/2 cup), 1 banana",48,760,34,Snack,EVERY_DAY,33.8
"OWYN Protein Shake (Vanilla) (1 Bottle), Brazil nuts (1/2 cup), 1 banana",47,760,30,Snack,EVERY_DAY,33.8
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Brown Rice Pilaf (1/2 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",56,759,58,Dinner,EVERY_DAY,33.7
"Rotisserie Chicken (1/4 chicken), Quinoa (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",59,759,48,Dinner,EVERY_DAY,33.7
"Salmon (5 oz filet) with a honey mustard glaze, Roasted Potatoes (1 cup), Kale Salad (1 bunch of kale, 1/8 cup of sunflower seeds, 1/8 cup of walnuts, 1/4 cupof fried cherries, 1/8 cup of olive oil)",75,759,42,Dinner,EVERY_DAY,32.3
"Grilled Buffalo Chicken Salad (4oz of grilled buffalo chicken, 2 cups of lettuce, 1/4 cup of broccoli, 1/4 cup of cucumber, 1/2 stem of green onion, 1 stalk of celery, 1 tbsp of ranch dressing), Rosemary Roasted Red Potatoes (1 cup), Roasted Corn (1 cup)",90,758,30,Lunch,EVERY_DAY,30.9
"Grilled Buffalo Chicken Salad (8 oz of grilled buffalo chicken, 3 cups of lettuce, 1/2 cup of broccoli, 1/2 cup of cucumber, 1 stem of green onion, 1 stalk of celery, 2 tbsp of ranch dressing), Whole Wheat Spaghetti (1 cup) with Tomato Sauce (1/2 cup), Steamed Carrots (1/2 cup)",62,758,46,Dinner,EVERY_DAY,33.7
"Lemon Pepper Rotisserie Chicken (1/2 chicken), Couscous (1/2 cup), Grilled Squash (1 cup)",43,758,55,Dinner,EVERY_DAY,33.7
