performance_id,athlete_id,assessment_date,performance_score,improvement_percentage,nutrition_adherence,recovery_score_avg,sleep_hours_avg,user_scenario,sport_league
PERF00000962,ATH000195,2024-09-30,49.8,-1.09,0.0,72.0,8.0,casual_user,Tennis
PERF00000963,ATH000196,2022-03-14,81.1,0.13,1.0,64.5,7.8,fitness_enthusiast,Cycling
PERF00000964,ATH000196,2022-12-08,77.7,-3.36,0.71,71.3,8.4,fitness_enthusiast,Cycling
PERF00000965,ATH000196,2023-08-22,75.6,-2.07,0.71,72.6,7.9,fitness_enthusiast,Cycling
PERF00000966,ATH000196,2024-03-17,76.5,0.93,0.71,74.9,7.9,fitness_enthusiast,Cycling
PERF00000967,ATH000196,2024-11-03,76.9,0.4,0.71,73.7,8.1,fitness_enthusiast,Cycling
PERF00000968,ATH000197,2022-01-04,63.4,-1.46,0.0,73.0,7.7,professional,Swimming
PERF00000969,ATH000197,2022-09-10,91.4,28.01,0.86,73.3,8.1,professional,Swimming
PERF00000970,ATH000197,2023-01-22,94.7,3.26,1.0,71.7,8.0,professional,Swimming
PERF00000971,ATH000197,2023-08-01,94.0,-0.71,1.0,71.9,7.9,professional,Swimming
PERF00000972,ATH000197,2024-09-12,94.5,0.51,1.0,73.9,7.9,professional,Swimming
PERF00000973,ATH000198,2022-04-04,94.3,-0.79,1.0,78.7,7.5,professional,Tennis
PERF00000974,ATH000198,2023-01-30,92.2,-2.06,0.86,79.1,8.0,professional,Tennis
PERF00000975,ATH000198,2023-09-05,94.5,2.26,1.0,73.4,7.9,professional,Tennis
PERF00000976,ATH000198,2024-05-22,95.2,0.66,1.0,75.3,7.9,professional,Tennis
PERF00000977,ATH000198,2024-11-25,95.2,-0.04,1.0,75.3,7.9,professional,Tennis
PERF00000978,ATH000199,2022-01-25,92.6,1.56,1.0,70.5,8.7,amateur_athlete,Soccer
PERF00000979,ATH000199,2022-07-11,78.2,-14.4,0.57,71.9,8.3,amateur_athlete,Soccer
PERF00000980,ATH000199,2023-03-22,80.7,2.46,0.71,71.7,7.9,amateur_athlete,Soccer
PERF00000981,ATH000199,2023-12-29,79.4,-1.34,0.71,67.9,7.9,amateur_athlete,Soccer
PERF00000982,ATH000199,2024-12-03,81.1,1.69,0.71,74.6,7.9,amateur_athlete,Soccer
PERF00000983,ATH000200,2022-01-09,65.4,0.88,0.0,78.0,8.8,weight_loss,Cricket
PERF00000984,ATH000200,2023-01-03,62.2,-3.17,0.14,71.0,7.7,weight_loss,Cricket
PERF00000985,ATH000200,2023-07-02,60.4,-1.77,0.0,76.4,7.9,weight_loss,Cricket
PERF00000986,ATH000200,2024-03-17,68.8,8.36,0.29,74.4,8.0,weight_loss,Cricket
PERF00000987,ATH000200,2024-11-28,68.8,-0.04,0.29,74.4,8.0,weight_loss,Cricket
PERF00000988,ATH000201,2022-05-08,89.0,-1.99,1.0,70.0,7.0,professional,Swimming
PERF00000989,ATH000201,2022-10-10,96.4,7.39,1.0,72.7,8.3,professional,Swimming
PERF00000990,ATH000201,2023-05-22,93.3,-3.07,1.0,65.9,8.1,professional,Swimming
PERF00000991,ATH000201,2024-01-04,92.9,-0.4,1.0,67.3,7.9,professional,Swimming
PERF00000992,ATH000201,2024-09-01,94.0,1.1,1.0,70.0,8.0,professional,Swimming
PERF00000993,ATH000202,2022-02-06,91.0,-1.72,1.0,70.0,8.4,amateur_athlete,Soccer
PERF00000994,ATH000202,2022-10-20,89.5,-1.51,1.0,74.7,7.8,amateur_athlete,Soccer
PERF00000995,ATH000202,2023-02-22,88.1,-1.44,1.0,71.9,7.7,amateur_athlete,Soccer
PERF00000996,ATH000202,2024-05-15,89.1,1.04,1.0,72.1,7.9,amateur_athlete,Soccer
PERF00000997,ATH000202,2024-11-20,82.1,-7.01,0.71,76.0,8.0,amateur_athlete,Soccer
PERF00000998,ATH000203,2022-01-08,94.8,1.45,1.0,76.0,7.8,professional,Cycling
PERF00000999,ATH000203,2022-09-04,94.5,-0.27,1.0,74.9,7.8,professional,Cycling
PERF00001000,ATH000203,2023-05-18,92.4,-2.13,1.0,71.0,7.6,professional,Cycling
PERF00001001,ATH000203,2024-01-27,91.7,-0.74,1.0,71.0,7.5,professional,Cycling
PERF00001002,ATH000203,2024-11-11,91.9,0.23,1.0,72.9,7.4,professional,Cycling
PERF00001003,ATH000204,2022-01-22,96.2,3.44,1.0,64.0,8.8,professional,Cricket
PERF00001004,ATH000204,2023-04-15,94.9,-1.33,1.0,70.3,8.2,professional,Cricket
PERF00001005,ATH000204,2023-12-23,95.6,0.69,1.0,75.3,8.0,professional,Cricket
PERF00001006,ATH000204,2024-06-22,97.9,2.26,1.0,79.3,8.2,professional,Cricket
PERF00001007,ATH000204,2024-12-27,96.6,-1.29,1.0,77.3,8.1,professional,Cricket
PERF00001008,ATH000205,2022-01-22,90.8,1.63,1.0,76.0,9.0,fitness_enthusiast,Boxing
PERF00001009,ATH000205,2022-10-26,86.3,-4.46,1.0,76.9,8.1,fitness_enthusiast,Boxing
PERF00001010,ATH000205,2023-07-25,84.2,-2.09,1.0,72.1,7.9,fitness_enthusiast,Boxing
PERF00001011,ATH000205,2024-02-19,76.7,-7.47,0.71,71.7,8.2,fitness_enthusiast,Boxing
PERF00001012,ATH000205,2024-12-10,85.1,8.41,1.0,70.9,8.2,fitness_enthusiast,Boxing
PERF00001013,ATH000206,2022-03-01,86.3,0.14,1.0,71.0,7.4,amateur_athlete,Boxing
PERF00001014,ATH000206,2022-10-22,81.5,-4.77,0.71,74.9,7.9,amateur_athlete,Boxing
PERF00001015,ATH000206,2023-06-01,64.8,-16.66,0.14,72.6,8.2,amateur_athlete,Boxing
PERF00001016,ATH000206,2024-05-21,66.5,1.74,0.14,73.7,8.4,amateur_athlete,Boxing
PERF00001017,ATH000206,2024-12-19,65.8,-0.69,0.14,74.9,8.2,amateur_athlete,Boxing
PERF00001018,ATH000207,2022-01-04,59.9,2.18,0.0,83.0,7.4,weight_gain,NFL
PERF00001019,ATH000207,2022-06-13,66.9,6.96,0.29,70.7,7.8,weight_gain,NFL
PERF00001020,ATH000207,2023-06-12,76.4,9.47,0.57,74.6,7.8,weight_gain,NFL
PERF00001021,ATH000207,2023-11-17,76.8,0.43,0.57,73.0,8.0,weight_gain,NFL
PERF00001022,ATH000207,2024-11-23,76.0,-0.8,0.57,71.4,7.9,weight_gain,NFL
PERF00001023,ATH000208,2022-01-16,79.0,-1.9,1.0,70.0,7.0,fitness_enthusiast,NFL
PERF00001024,ATH000208,2022-08-08,86.6,7.59,1.0,74.6,8.2,fitness_enthusiast,NFL
PERF00001025,ATH000208,2023-03-15,79.6,-6.97,0.71,76.9,8.4,fitness_enthusiast,NFL
PERF00001026,ATH000208,2023-12-10,76.3,-3.27,0.71,71.6,8.1,fitness_enthusiast,NFL
PERF00001027,ATH000208,2024-10-20,76.2,-0.11,0.71,73.7,7.9,fitness_enthusiast,NFL
PERF00001028,ATH000209,2022-02-02,54.0,-0.44,0.0,70.0,7.0,amateur_athlete,Cricket
PERF00001029,ATH000209,2022-10-26,77.0,22.96,0.57,74.9,7.9,amateur_athlete,Cricket
PERF00001030,ATH000209,2023-05-23,89.4,12.37,1.0,68.1,8.2,amateur_athlete,Cricket
PERF00001031,ATH000209,2024-01-12,88.6,-0.84,1.0,66.1,8.1,amateur_athlete,Cricket
PERF00001032,ATH000209,2024-12-01,90.2,1.64,1.0,69.1,8.3,amateur_athlete,Cricket
PERF00001033,ATH000210,2022-01-03,54.7,-1.12,0.0,64.0,7.5,weight_loss,Swimming
PERF00001034,ATH000210,2022-10-13,59.6,4.91,0.0,73.0,7.9,weight_loss,Swimming
PERF00001035,ATH000210,2023-05-27,76.9,17.3,0.57,75.1,7.8,weight_loss,Swimming
PERF00001036,ATH000210,2024-02-17,72.2,-4.66,0.43,74.9,7.8,weight_loss,Swimming
PERF00001037,ATH000210,2024-11-22,72.2,0.04,0.43,74.9,7.8,weight_loss,Swimming
PERF00001038,ATH000211,2022-01-31,98.5,2.83,1.0,75.0,8.6,professional,Swimming
PERF00001039,ATH000211,2022-11-02,76.0,-22.49,0.43,69.6,7.9,professional,Swimming
PERF00001040,ATH000211,2023-04-02,65.3,-10.73,0.0,71.9,8.1,professional,Swimming
PERF00001041,ATH000211,2024-02-16,64.2,-1.1,0.0,71.9,7.9,professional,Swimming
PERF00001042,ATH000211,2024-11-16,65.2,0.96,0.0,70.3,8.2,professional,Swimming
PERF00001043,ATH000212,2022-01-05,54.0,-1.99,0.0,70.0,7.0,amateur_athlete,Cycling
PERF00001044,ATH000212,2023-03-10,89.1,35.1,1.0,72.7,7.9,amateur_athlete,Cycling
PERF00001045,ATH000212,2024-01-20,88.5,-0.6,1.0,70.7,7.9,amateur_athlete,Cycling
PERF00001046,ATH000212,2024-07-19,89.2,0.73,1.0,71.0,8.0,amateur_athlete,Cycling
PERF00001047,ATH000212,2024-10-19,90.9,1.74,1.0,71.7,8.3,amateur_athlete,Cycling
PERF00001048,ATH000213,2022-02-05,71.1,-0.39,0.0,67.0,8.6,elite_athlete,NBA
PERF00001049,ATH000213,2022-07-27,100.0,28.9,1.0,72.7,8.1,elite_athlete,NBA
PERF00001050,ATH000213,2023-08-08,98.9,-1.06,1.0,68.1,8.1,elite_athlete,NBA
PERF00001051,ATH000213,2023-12-19,99.0,0.07,1.0,68.7,8.1,elite_athlete,NBA
PERF00001052,ATH000213,2024-12-25,98.4,-0.59,1.0,66.9,8.1,elite_athlete,NBA
PERF00001053,ATH000214,2022-02-12,88.2,1.85,1.0,70.5,7.8,weight_loss,Soccer
PERF00001054,ATH000214,2022-10-20,72.1,-16.06,0.43,75.0,7.8,weight_loss,Soccer
PERF00001055,ATH000214,2023-06-18,73.7,1.61,0.43,71.4,8.3,weight_loss,Soccer
PERF00001056,ATH000214,2024-03-20,73.3,-0.44,0.43,71.6,8.2,weight_loss,Soccer
PERF00001057,ATH000214,2024-09-24,73.7,0.36,0.43,73.1,8.2,weight_loss,Soccer
PERF00001058,ATH000215,2022-02-01,94.0,1.18,1.0,65.0,8.3,professional,NBA
PERF00001059,ATH000215,2022-08-04,94.7,0.69,1.0,71.6,8.0,professional,NBA
PERF00001060,ATH000215,2023-06-18,96.2,1.47,1.0,72.0,8.3,professional,NBA
PERF00001061,ATH000215,2024-04-01,96.2,-0.01,1.0,73.7,8.2,professional,NBA
PERF00001062,ATH000215,2024-11-25,94.9,-1.3,1.0,72.3,8.0,professional,NBA
PERF00001063,ATH000216,2022-01-05,88.4,-1.2,1.0,83.0,7.1,amateur_athlete,NFL
PERF00001064,ATH000216,2022-08-05,89.2,0.83,1.0,74.6,7.8,amateur_athlete,NFL
PERF00001065,ATH000216,2023-04-26,80.2,-9.0,0.71,73.3,7.8,amateur_athlete,NFL
PERF00001066,ATH000216,2024-01-05,91.1,10.93,1.0,77.6,8.0,amateur_athlete,NFL
PERF00001067,ATH000216,2024-12-11,91.8,0.69,1.0,77.9,8.1,amateur_athlete,NFL
PERF00001068,ATH000217,2022-01-14,89.0,-0.9,1.0,70.0,7.0,professional,Tennis
PERF00001069,ATH000217,2022-06-10,96.1,7.07,1.0,71.4,8.3,professional,Tennis
PERF00001070,ATH000217,2023-02-15,94.0,-2.1,1.0,70.0,8.0,professional,Tennis
PERF00001071,ATH000217,2024-03-09,95.7,1.74,1.0,74.9,8.1,professional,Tennis
PERF00001072,ATH000217,2024-11-13,94.0,-1.67,1.0,73.4,7.8,professional,Tennis
PERF00001073,ATH000218,2022-01-21,85.4,1.47,1.0,73.0,8.1,fitness_enthusiast,NBA
PERF00001074,ATH000218,2022-07-02,75.9,-9.47,0.71,72.1,8.0,fitness_enthusiast,NBA
PERF00001075,ATH000218,2022-12-07,86.2,10.3,1.0,76.1,8.1,fitness_enthusiast,NBA
PERF00001076,ATH000218,2023-06-07,77.4,-8.8,0.71,75.9,8.0,fitness_enthusiast,NBA
PERF00001077,ATH000218,2024-12-04,84.6,7.23,1.0,75.4,7.8,fitness_enthusiast,NBA
PERF00001078,ATH000219,2022-01-08,91.8,3.55,1.0,71.0,8.5,weight_loss,NFL
PERF00001079,ATH000219,2022-07-17,74.9,-16.87,0.57,68.6,7.8,weight_loss,NFL
PERF00001080,ATH000219,2023-07-03,65.9,-8.97,0.29,67.9,7.8,weight_loss,NFL
PERF00001081,ATH000219,2023-12-19,58.5,-7.43,0.0,72.3,7.8,weight_loss,NFL
PERF00001082,ATH000219,2024-11-08,67.4,8.93,0.29,73.6,7.8,weight_loss,NFL
PERF00001083,ATH000220,2022-01-12,77.0,-0.61,1.0,65.0,7.9,casual_user,NBA
PERF00001084,ATH000220,2023-01-01,69.3,-7.67,0.57,73.0,8.5,casual_user,NBA
PERF00001085,ATH000220,2023-09-04,71.1,1.76,0.57,75.4,8.7,casual_user,NBA
PERF00001086,ATH000220,2024-05-15,51.3,-19.79,0.0,73.4,8.3,casual_user,NBA
PERF00001087,ATH000220,2024-11-07,60.4,9.14,0.29,76.7,8.2,casual_user,NBA
PERF00001088,ATH000221,2022-01-07,84.0,-0.85,1.0,70.0,7.0,amateur_athlete,Cricket
PERF00001089,ATH000221,2022-08-14,92.0,7.99,1.0,75.4,8.3,amateur_athlete,Cricket
PERF00001090,ATH000221,2023-05-26,92.4,0.43,1.0,76.4,8.3,amateur_athlete,Cricket
PERF00001091,ATH000221,2024-03-22,90.9,-1.5,1.0,75.1,8.1,amateur_athlete,Cricket
PERF00001092,ATH000221,2024-11-01,90.9,0.01,1.0,75.4,8.1,amateur_athlete,Cricket
PERF00001093,ATH000222,2022-04-03,100.0,-0.33,1.0,74.0,8.2,elite_athlete,Boxing
PERF00001094,ATH000222,2022-12-16,99.0,-0.96,1.0,72.3,7.9,elite_athlete,Boxing
PERF00001095,ATH000222,2024-01-08,98.8,-0.23,1.0,71.1,7.9,elite_athlete,Boxing
PERF00001096,ATH000222,2024-06-09,99.5,0.7,1.0,72.1,8.0,elite_athlete,Boxing
PERF00001097,ATH000222,2024-11-10,100.0,0.5,1.0,72.6,8.1,elite_athlete,Boxing
PERF00001098,ATH000223,2022-02-07,81.7,1.01,1.0,66.5,7.8,fitness_enthusiast,Soccer
PERF00001099,ATH000223,2022-10-17,72.9,-8.81,0.71,70.6,7.5,fitness_enthusiast,Soccer
PERF00001100,ATH000223,2024-03-11,74.9,1.96,0.71,72.1,7.8,fitness_enthusiast,Soccer
PERF00001101,ATH000223,2024-08-23,74.9,-0.04,0.71,72.1,7.8,fitness_enthusiast,Soccer
PERF00001102,ATH000223,2024-12-31,84.2,9.3,1.0,71.9,7.9,fitness_enthusiast,Soccer
PERF00001103,ATH000224,2022-02-26,90.8,4.36,1.0,70.5,8.3,amateur_athlete,Cycling
PERF00001104,ATH000224,2022-06-26,84.5,-6.27,0.86,69.1,8.0,amateur_athlete,Cycling
PERF00001105,ATH000224,2022-11-15,85.5,1.01,0.86,73.1,8.0,amateur_athlete,Cycling
PERF00001106,ATH000224,2023-11-13,88.7,3.19,1.0,72.3,7.8,amateur_athlete,Cycling
PERF00001107,ATH000224,2024-11-29,89.1,0.39,1.0,70.3,8.0,amateur_athlete,Cycling
PERF00001108,ATH000225,2022-01-15,56.1,1.99,0.0,72.0,7.3,weight_loss,Boxing
PERF00001109,ATH000225,2022-07-09,89.5,33.37,1.0,75.1,7.8,weight_loss,Boxing
PERF00001110,ATH000225,2022-11-18,72.3,-17.17,0.43,75.1,7.8,weight_loss,Boxing
PERF00001111,ATH000225,2023-12-17,59.7,-12.57,0.0,71.7,8.0,weight_loss,Boxing
PERF00001112,ATH000225,2024-09-20,58.9,-0.79,0.0,72.6,7.8,weight_loss,Boxing
PERF00001113,ATH000226,2022-02-15,100.0,-0.47,1.0,84.0,8.7,elite_athlete,Soccer
PERF00001114,ATH000226,2022-08-20,100.0,0.0,1.0,73.4,8.1,elite_athlete,Soccer
PERF00001115,ATH000226,2023-08-25,98.0,-2.04,1.0,69.1,7.8,elite_athlete,Soccer
PERF00001116,ATH000226,2024-04-26,99.0,0.96,1.0,69.1,8.0,elite_athlete,Soccer
PERF00001117,ATH000226,2024-12-25,100.0,1.0,1.0,71.7,8.2,elite_athlete,Soccer
PERF00001118,ATH000227,2022-01-14,84.0,-1.92,1.0,70.0,7.0,weight_loss,Boxing
PERF00001119,ATH000227,2022-04-27,68.3,-15.69,0.43,66.5,7.5,weight_loss,Boxing
PERF00001120,ATH000227,2023-03-22,72.7,4.36,0.43,71.7,8.1,weight_loss,Boxing
PERF00001121,ATH000227,2023-11-11,83.3,10.57,0.86,71.9,7.6,weight_loss,Boxing
PERF00001122,ATH000227,2024-11-16,72.6,-10.67,0.43,73.3,8.0,weight_loss,Boxing
PERF00001123,ATH000228,2022-01-05,84.0,2.22,1.0,70.0,7.0,amateur_athlete,Swimming
PERF00001124,ATH000228,2022-10-06,60.0,-24.04,0.0,74.1,7.9,amateur_athlete,Swimming
PERF00001125,ATH000228,2023-09-10,73.3,13.3,0.43,76.0,7.9,amateur_athlete,Swimming
PERF00001126,ATH000228,2024-04-21,71.9,-1.4,0.43,74.4,7.7,amateur_athlete,Swimming
PERF00001127,ATH000228,2024-12-26,84.5,12.6,0.86,75.7,7.6,amateur_athlete,Swimming
PERF00001128,ATH000229,2022-02-17,93.2,3.4,1.0,64.0,8.2,professional,NFL
PERF00001129,ATH000229,2022-08-15,94.5,1.27,1.0,70.1,8.1,professional,NFL
PERF00001130,ATH000229,2023-03-19,94.1,-0.4,1.0,69.9,8.0,professional,NFL
PERF00001131,ATH000229,2024-01-26,94.8,0.69,1.0,71.4,8.1,professional,NFL
PERF00001132,ATH000229,2024-09-11,79.9,-14.9,0.57,70.1,7.7,professional,NFL
PERF00001133,ATH000230,2022-01-10,79.0,-1.8,1.0,70.0,7.0,fitness_enthusiast,NFL
PERF00001134,ATH000230,2022-10-29,76.0,-2.99,0.71,68.1,8.2,fitness_enthusiast,NFL
PERF00001135,ATH000230,2023-04-18,84.5,8.5,1.0,69.3,8.1,fitness_enthusiast,NFL
PERF00001136,ATH000230,2023-10-12,84.3,-0.16,1.0,69.0,8.1,fitness_enthusiast,NFL
PERF00001137,ATH000230,2024-10-05,85.4,1.11,1.0,70.4,8.3,fitness_enthusiast,NFL
PERF00001138,ATH000231,2022-01-16,96.1,0.75,1.0,67.0,8.6,professional,Soccer
PERF00001139,ATH000231,2022-08-17,94.2,-1.94,1.0,68.1,8.1,professional,Soccer
PERF00001140,ATH000231,2023-08-20,95.3,1.07,1.0,69.7,8.3,professional,Soccer
PERF00001141,ATH000231,2024-05-07,94.6,-0.73,1.0,72.9,7.9,professional,Soccer
PERF00001142,ATH000231,2024-12-14,94.3,-0.26,1.0,70.4,8.0,professional,Soccer
PERF00001143,ATH000232,2022-01-06,63.1,-0.83,0.0,82.0,8.1,weight_gain,Cycling
PERF00001144,ATH000232,2022-08-28,79.3,16.17,0.71,69.0,7.8,weight_gain,Cycling
PERF00001145,ATH000232,2023-07-29,90.9,11.6,1.0,73.0,8.2,weight_gain,Cycling
PERF00001146,ATH000232,2024-05-11,91.4,0.46,1.0,75.7,8.1,weight_gain,Cycling
PERF00001147,ATH000232,2024-11-22,89.8,-1.56,1.0,72.6,8.0,weight_gain,Cycling
PERF00001148,ATH000233,2022-01-07,79.0,3.41,1.0,70.0,7.0,fitness_enthusiast,NBA
PERF00001149,ATH000233,2022-12-27,84.7,5.66,1.0,71.7,8.0,fitness_enthusiast,NBA
PERF00001150,ATH000233,2023-08-06,76.7,-8.0,0.71,73.3,8.1,fitness_enthusiast,NBA
PERF00001151,ATH000233,2024-04-02,84.9,8.16,1.0,70.7,8.1,fitness_enthusiast,NBA
PERF00001152,ATH000234,2022-01-03,55.1,-1.35,0.0,72.0,7.1,weight_loss,Swimming
PERF00001153,ATH000234,2022-10-10,75.4,20.33,0.57,70.0,7.9,weight_loss,Swimming
PERF00001154,ATH000234,2023-08-07,82.7,7.34,0.86,69.1,7.7,weight_loss,Swimming
PERF00001155,ATH000234,2024-04-04,85.0,2.3,0.86,72.9,7.9,weight_loss,Swimming
PERF00001156,ATH000234,2024-10-09,85.1,0.1,0.86,71.3,8.0,weight_loss,Swimming
PERF00001157,ATH000235,2022-05-14,100.0,-0.94,1.0,69.5,8.6,elite_athlete,NBA
PERF00001158,ATH000235,2022-07-28,89.8,-10.16,0.57,74.7,8.5,elite_athlete,NBA
PERF00001159,ATH000235,2022-12-16,88.7,-1.1,0.57,75.4,8.2,elite_athlete,NBA
PERF00001160,ATH000235,2023-08-01,88.5,-0.23,0.57,76.6,8.1,elite_athlete,NBA
PERF00001161,ATH000235,2024-04-05,88.5,0.04,0.57,73.0,8.3,elite_athlete,NBA
PERF00001162,ATH000236,2022-02-27,96.0,2.34,1.0,80.0,7.8,professional,Tennis
PERF00001163,ATH000236,2023-01-20,92.2,-3.81,0.86,78.0,8.0,professional,Tennis
PERF00001164,ATH000236,2023-07-15,82.9,-9.34,0.57,75.0,8.0,professional,Tennis
PERF00001165,ATH000236,2024-05-23,80.9,-1.96,0.57,71.0,7.9,professional,Tennis
PERF00001166,ATH000236,2024-11-16,91.4,10.51,1.0,70.4,7.5,professional,Tennis
PERF00001167,ATH000237,2022-01-16,54.0,0.8,0.0,70.0,7.0,weight_loss,Cricket
PERF00001168,ATH000237,2022-10-01,91.8,37.76,1.0,73.0,8.4,weight_loss,Cricket
PERF00001169,ATH000237,2023-04-14,80.4,-11.37,0.71,72.1,7.9,weight_loss,Cricket
PERF00001170,ATH000237,2024-04-29,80.0,-0.37,0.71,74.9,7.6,weight_loss,Cricket
PERF00001171,ATH000237,2024-10-31,81.1,1.1,0.71,77.7,7.7,weight_loss,Cricket
PERF00001172,ATH000238,2022-01-02,89.0,0.67,1.0,70.0,7.0,professional,NBA
PERF00001173,ATH000238,2022-11-23,92.9,3.91,1.0,69.0,7.8,professional,NBA
PERF00001174,ATH000238,2023-07-01,93.1,0.2,1.0,72.0,7.7,professional,NBA
PERF00001175,ATH000238,2024-03-15,84.6,-8.54,0.71,69.7,7.8,professional,NBA
PERF00001176,ATH000238,2024-08-15,85.9,1.26,0.71,70.7,8.0,professional,NBA
PERF00001177,ATH000239,2022-01-03,83.9,0.72,1.0,63.0,7.4,amateur_athlete,Swimming
PERF00001178,ATH000239,2022-05-22,89.2,5.34,1.0,67.7,8.2,amateur_athlete,Swimming
PERF00001179,ATH000239,2023-02-02,90.5,1.3,1.0,69.3,8.3,amateur_athlete,Swimming
PERF00001180,ATH000239,2023-11-18,88.8,-1.66,1.0,66.9,8.2,amateur_athlete,Swimming
PERF00001181,ATH000239,2024-08-10,88.8,-0.03,1.0,68.3,8.1,amateur_athlete,Swimming
PERF00001182,ATH000240,2022-02-03,84.0,2.68,1.0,70.0,7.0,amateur_athlete,Soccer
PERF00001183,ATH000240,2022-06-13,67.0,-17.01,0.14,79.7,8.2,amateur_athlete,Soccer
PERF00001184,ATH000240,2023-06-24,81.5,14.53,0.57,79.1,8.5,amateur_athlete,Soccer
PERF00001185,ATH000240,2024-02-04,80.5,-0.96,0.71,72.3,7.9,amateur_athlete,Soccer
PERF00001186,ATH000240,2024-12-03,83.2,2.67,0.71,74.1,8.3,amateur_athlete,Soccer
PERF00001187,ATH000241,2022-01-22,89.2,0.66,1.0,75.5,7.7,amateur_athlete,Boxing
PERF00001188,ATH000241,2022-12-10,80.5,-8.74,0.71,72.0,7.9,amateur_athlete,Boxing
PERF00001189,ATH000241,2023-12-02,77.1,-3.37,0.57,71.9,8.1,amateur_athlete,Boxing
PERF00001190,ATH000241,2024-05-14,89.7,12.64,1.0,72.0,8.0,amateur_athlete,Boxing
PERF00001191,ATH000241,2024-12-13,92.4,2.74,1.0,75.3,8.4,amateur_athlete,Boxing
PERF00001192,ATH000242,2022-01-01,94.0,0.72,1.0,70.0,7.0,elite_athlete,NBA
PERF00001193,ATH000242,2022-05-18,98.8,4.77,1.0,75.3,7.6,elite_athlete,NBA
PERF00001194,ATH000242,2023-04-15,97.4,-1.43,1.0,71.0,7.6,elite_athlete,NBA
PERF00001195,ATH000242,2024-01-15,97.4,0.04,1.0,70.3,7.7,elite_athlete,NBA
PERF00001196,ATH000242,2024-10-18,99.8,2.41,1.0,69.1,8.2,elite_athlete,NBA
PERF00001197,ATH000243,2022-01-13,67.6,-1.83,0.0,67.0,8.9,professional,NBA
PERF00001198,ATH000243,2022-09-13,90.5,22.91,0.86,73.1,8.0,professional,NBA
PERF00001199,ATH000243,2023-09-03,94.8,4.26,1.0,73.7,7.9,professional,NBA
PERF00001200,ATH000243,2024-01-29,93.5,-1.31,1.0,73.3,7.7,professional,NBA
PERF00001201,ATH000243,2024-11-14,95.8,2.34,1.0,76.9,8.0,professional,NBA
PERF00001202,ATH000244,2022-04-18,100.0,-0.22,1.0,73.5,8.6,elite_athlete,NFL
PERF00001203,ATH000244,2022-11-03,100.0,0.0,1.0,74.7,8.4,elite_athlete,NFL
PERF00001204,ATH000244,2023-06-27,100.0,0.0,1.0,69.3,8.3,elite_athlete,NFL
PERF00001205,ATH000244,2024-04-21,100.0,0.0,1.0,73.7,8.0,elite_athlete,NFL
PERF00001206,ATH000244,2024-12-05,100.0,0.0,1.0,75.0,7.9,elite_athlete,NFL
PERF00001207,ATH000245,2022-01-15,84.6,-1.69,1.0,72.0,7.0,amateur_athlete,NBA
PERF00001208,ATH000245,2022-09-21,89.7,5.1,1.0,71.9,8.0,amateur_athlete,NBA
PERF00001209,ATH000245,2023-03-06,88.2,-1.54,1.0,68.9,7.9,amateur_athlete,NBA
PERF00001210,ATH000245,2023-08-12,89.4,1.21,1.0,72.6,7.9,amateur_athlete,NBA
PERF00001211,ATH000245,2024-10-06,90.0,0.61,1.0,76.0,7.8,amateur_athlete,NBA
PERF00001212,ATH000246,2022-01-29,91.8,-0.64,1.0,61.0,7.1,elite_athlete,Tennis
PERF00001213,ATH000246,2022-08-06,100.0,8.2,1.0,73.6,8.1,elite_athlete,Tennis
PERF00001214,ATH000246,2023-08-06,99.6,-0.39,1.0,73.7,7.9,elite_athlete,Tennis
PERF00001215,ATH000246,2024-03-24,87.4,-12.23,0.57,71.7,8.1,elite_athlete,Tennis
PERF00001216,ATH000246,2024-11-28,88.7,1.27,0.57,75.6,8.2,elite_athlete,Tennis
PERF00001217,ATH000247,2022-02-27,99.4,2.42,1.0,74.5,7.8,elite_athlete,Cycling
PERF00001218,ATH000247,2022-08-26,98.6,-0.76,1.0,70.0,7.9,elite_athlete,Cycling
PERF00001219,ATH000247,2023-04-29,85.7,-12.9,0.57,70.4,7.9,elite_athlete,Cycling
PERF00001220,ATH000247,2024-01-23,87.1,1.37,0.57,72.1,8.1,elite_athlete,Cycling
PERF00001221,ATH000247,2024-12-12,87.1,-0.04,0.57,71.9,8.1,elite_athlete,Cycling
PERF00001222,ATH000248,2022-02-11,90.4,4.23,1.0,77.0,7.8,weight_loss,NBA
PERF00001223,ATH000248,2022-06-01,76.8,-13.64,0.57,73.7,7.9,weight_loss,NBA
PERF00001224,ATH000248,2023-02-04,89.6,12.76,1.0,74.0,7.9,weight_loss,NBA
PERF00001225,ATH000248,2023-12-17,64.5,-25.14,0.14,74.9,7.9,weight_loss,NBA
PERF00001226,ATH000248,2024-12-08,63.7,-0.8,0.14,72.6,7.9,weight_loss,NBA
PERF00001227,ATH000249,2022-01-14,49.0,1.22,0.0,70.0,7.0,fitness_enthusiast,Tennis
PERF00001228,ATH000249,2022-10-26,54.3,5.33,0.0,72.3,7.9,fitness_enthusiast,Tennis
PERF00001229,ATH000249,2023-07-29,58.7,4.39,0.14,70.9,8.0,fitness_enthusiast,Tennis
PERF00001230,ATH000249,2023-11-05,72.4,13.67,0.57,71.7,8.1,fitness_enthusiast,Tennis
